symbol,direction,current_price,sweep_price,fvg_price,gap_percent,candles_between,setup_quality
QTUMUSDT,BULLISH,2.757,3.445,3.39,1.5965166908563053,6,A+
AXLUSDT,BULLISH,0.5336,0.7111,0.6999,1.5750246097595257,3,A+
TIAUSDT,BULLISH,3.938,5.13,5.202,1.4035087719298258,15,A+
BTCUSDT,BEARISH,104088.0,103691.63,102260.01,1.3806514566315622,1,A+
XRPUSDT,BEARISH,3.0797,2.3139,2.2827,1.3483728769609609,1,A+
RAYUSDT,BULLISH,6.988,6.717,6.807,1.3398838767306944,7,A+
UNIUSDT,BEARISH,11.828,10.641,10.502,1.3062682078751937,1,A+
WBTCUSDT,BULLISH,103822.74,103869.02,102538.2,1.2812482489966759,18,A+
VICUSDT,BEARISH,0.3358,0.3455,0.3498,1.2445730824891537,1,A+
ALICEUSDT,BULLISH,0.922,1.144,1.156,1.04895104895105,16,A
NFPUSDT,BULLISH,0.181,0.2691,0.2663,1.0405053883314843,4,A
AVAXUSDT,BULLISH,32.95,39.74,39.35,0.9813789632611992,10,A
EURIUSDT,BEARISH,1.0428,1.0374,1.0284,0.8675534991324578,12,A
CELOUSDT,BEARISH,0.5287,0.5212,0.517,0.8058326937835728,1,A
EDUUSDT,BEARISH,0.4436,0.4793,0.483,0.7719591070310831,3,A
BLURUSDT,BULLISH,0.1777,0.2299,0.2315,0.6959547629404168,6,A
PAXGUSDT,BEARISH,2766.0,2663.0,2681.0,0.6759294029290274,10,A
